CDM_ID		SAT1ID	SAT2ID	TCA							DCA					MIN_RNG	DIFF_DCA
82779235	27479	31272	2021-03-28T10:49:40.470000	21.410275906998624	105.0	83.58972409300138
82777926	17640	31498	2021-03-28T10:58:43.105000	2.766192496094442	97.0	94.23380750390555
82457085	15592	43112	2021-03-29T02:21:53.158000	31.435028165289342	43.0	11.564971834710658
82433606	23607	36997	2021-03-29T06:20:12.175000	29.167164392823306	141.0	111.83283560717669
82777742	15398	42135	2021-03-29T06:42:13.448000	8.323529391589478	188.0	179.6764706084105
82459570	31155	11165	2021-03-29T07:11:53.719000	10.276958532435751	87.0	76.72304146756424
82867826	31948	37917	2021-03-29T07:35:05.294000	5.9943321728616015	84.0	78.0056678271384
82566145	01389	45655	2021-03-29T14:23:29.346000	9.724815512183174	91.0	81.27518448781683
82569050	30967	34736	2021-03-29T16:51:48.623000	15.399294614662391	59.0	43.600705385337605
82632900	25634	87239	2021-03-29T21:45:06.418000	7.340651596422137	912.0	904.6593484035778
82658827	41093	89206	2021-03-29T22:27:18.901000	45.67948632888772	47.0	1.3205136711122805
